index	author_name	author_contact	orcid	author_list	matrix_file_id	title	description	cellannotation_schema_version	cellannotation_timestamp	cellannotation_version	cellannotation_url
1	Zizhen Yao		https://orcid.org/0000-0002-9361-5607	['Cindy T.J. van Velthoven', 'Thuc Nghi Nguyen', 'Jeff Goldy', 'Adriana E. Sedeno-Cortes', 'Fahimeh Baftizadeh', 'Darren Bertagnolli', 'Tamara Casper', 'Megan Chiang', 'Kirsten Crichton', 'Song-Lin Ding', 'Olivia Fong', 'Emma Garren', 'Alexandra Glandon', 'Nathan W. Gouwens', 'James Gray', 'Lucas T. Graybuck', 'Michael J. Hawrylycz', 'Daniel Hirschstein', 'Matthew Kroll', 'Kanan Lathia', 'Changkyu Lee', 'Boaz Levi', 'Delissa McMillen', 'Stephanie Mok', 'Thanh Pham', 'Qingzhong Ren', 'Christine Rimorin', 'Nadiya Shapovalova', 'Josef Sulc', 'Susan M. Sunkin', 'Michael Tieu', 'Amy Torkelson', 'Herman Tung', 'Katelyn Ward', 'Nick Dee', 'Kimberly A. Smith', 'Bosiljka Tasic', 'Hongkui Zeng']	CellXGene_dataset:ece4094a-8f3d-430d-babe-467fb6fd5feb	Single-cell RNA-seq for all cortical & hippocampal regions (10x)	Single-cell RNA-seq for all cortical & hippocampal regions (10x)	5.3.0			
